# %ECSV 0.9
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: flux, datatype: float64}
# - {name: ferr, datatype: float64}
# schema: astropy-2.0
time flux ferr
57696.87500000273 0.00031351472386820234 0.008870534941941347
57697.175000002746 0.00454871572015958 0.005132339722888091
57697.27500000275 0.0014072751198764832 0.007105519386933492
57697.325000002755 0.00030999450930253397 0.0034657233721669995
57697.37500000276 -0.002603070611885014 0.00675075836513599
57697.42500000276 0.0011958569193947777 0.005689502830053087
57697.47500000276 0.00029185267394673533 0.008119437159704592
57697.675000002775 0.0014934333867092087 0.004924030795368077
57697.72500000278 0.0028836942235762053 0.006724463902785435
57697.825000002784 -0.0021767251482759597 0.0030189999926395835
57698.175000002804 0.0008751618479893725 0.005394185851096183
57698.22500000281 -0.0029145498885904597 0.008948829255248727
57698.27500000281 0.004112370758617752 0.00883181129814926
57698.375000002816 0.0021330029397739316 0.0023997972415147743
57698.42500000282 0.0016601426171875494 0.006677489207647861
57698.47500000282 -0.0016163200063080325 0.003938274485935504
57698.67500000283 0.0015429149899112483 0.004301350671438778
57699.12500000286 0.002939473154957169 0.006672223775418442
57699.225000002865 0.0006628503732531987 0.005748298201746627
57699.32500000287 -0.001989849824757084 0.006154583988374712
57699.375000002874 -0.0024905879838207023 0.0037844526000946426
57699.575000002886 0.0017029645946808059 0.006069864852784452
57699.67500000289 -0.004278592432664596 0.004189605652686266
57699.7750000029 -0.0036114186051259684 0.0023826882588260374
57700.075000002915 -0.0014904345345457567 0.003813979385339927
57700.12500000292 0.00034377249969790025 0.003409509358301474
57700.17500000292 -0.0012008345933724018 0.0063273898819444525
57700.22500000292 0.0022701513801620388 0.00844781313036114
57700.27500000293 -0.002419807482370116 0.0050445027547055795
57700.32500000293 0.002220074198304643 0.006649060705680809
57700.425000002935 0.00198745475280936 0.003224528149980542
57700.47500000294 -0.0024840296354463193 0.0050120272338234515
57700.62500000295 6.466396500294711e-05 0.004919779111545623
57700.72500000295 -0.0024270396803821345 0.007408450060478912
57700.82500000296 -0.00019724360881766422 0.004532514950522965
57701.17500000298 -0.0015475567704843142 0.006949389857226211
57701.22500000298 -0.002277990609538826 0.004412284270085638
57701.275000002985 0.0002904825052470499 0.004787692757143017
57701.37500000299 0.0015795034924314005 0.007178866238117405
57701.42500000299 0.000327999645280207 0.005799030665485847
57701.475000002996 0.002278295575644318 0.009824756753520273
57701.575000003 0.003401216380596153 0.008735876050370217
57701.625000003005 -0.00011496148060048839 0.003167496563675307
57701.67500000301 0.0024591032600675966 0.00526015923687345
57701.72500000301 0.0009569863215557537 0.006434936743399474
57701.775000003014 0.0013213510944459772 0.00422778021184343
57701.92500000302 -0.0001640487483712754 0.0062034381551287964
57701.975000003025 -0.0020835444445729268 0.00506119524047388
57702.02500000303 0.0016762347272300897 0.005319532479463331
57702.125000003034 -0.0007327497914507569 0.0019240206157951057
57702.17500000304 -0.0007020044699871109 0.005038326046186956
57702.22500000304 -0.0002806319992982158 0.007042511925145302
57702.325000003046 0.0025720469917175975 0.0031054945116966307
57702.37500000305 -0.0006851285426659656 0.004242499409147673
57702.475000003054 -0.00024428304311795537 0.00657211617998553
57702.52500000306 -0.0005900569191975865 0.004939420365600115
57702.57500000306 0.0014050672329030966 0.004513685410066214
57702.675000003066 -0.003681375042476494 0.00763717381538831
57702.72500000307 -0.0014938305421974783 0.004608129752243493
57702.77500000307 -0.0007876269500108976 0.005779611446549648
57702.87500000308 -0.003075972421516847 0.0055246773476385165
57702.92500000308 0.002343841117806907 0.003699874210501238
57702.97500000308 -0.00053543882136875 0.0047080553475917115
57703.02500000309 -0.002728876370352925 0.007797482582845098
57703.07500000309 0.002038224920054046 0.0070678167927751435
57703.12500000309 -0.0007815399846953092 0.0061231132647333614
57703.2250000031 0.0009341166832230782 0.005486878487584981
57703.2750000031 0.0003034406169546866 0.005045681561372907
57703.325000003104 -0.0021316186020732715 0.006440385709532843
57703.42500000311 0.0007543687498364717 0.004016818235470711
57703.47500000311 4.9249472387874974e-05 0.006341889681069562
57703.525000003116 0.0010515235076181018 0.0033259146218514103
57703.62500000312 -0.0004607599150579071 0.006546690915804969
57703.675000003124 -0.00028699363603586415 0.00509321275248328
57703.82500000313 0.00025029984761576474 0.005696743523300843
57703.875000003136 0.0007665348732951808 0.006956435354961153
57703.97500000314 -0.00029993469555952373 0.004054723983818885
57704.025000003145 0.002573837025248286 0.006033298183396398
57704.07500000315 0.0006910231957480655 0.006557245778704723
57704.17500000315 0.0018721425174522087 0.00440729401145176
57704.225000003156 -0.0003583991116717833 0.004891784930607357
57704.27500000316 -0.00017980306910880817 0.0045044485797470415
57704.375000003165 0.0001671560940629433 0.005493686730221364
57704.42500000317 -0.0021230278985543733 0.006264003463709369
57704.47500000317 -0.005834441405900466 0.008698112623153707
57704.525000003174 -0.0024933937896839007 0.0070787244416781895
57704.57500000318 0.002679401580878683 0.007578183897598993
57704.62500000318 0.001934042276388611 0.006385777354008758
57704.725000003185 0.0005014081039849299 0.00508898445566677
57704.77500000319 0.0017755578406312034 0.0063342702479211345
57704.82500000319 -0.000723732863284865 0.006170490272263318
57704.9250000032 0.0033889606478727952 0.004293964533044045
57704.9750000032 -0.001400258333498344 0.0057416687124715845
57705.0250000032 -0.000247401831001771 0.0056692764001353355
57705.12500000321 -0.00032547273855057767 0.005851896880962824
57705.17500000321 0.006548167195278133 0.006043632926972305
57705.225000003215 6.765440032265868e-05 0.0029896328164836275
57705.27500000322 -0.0009700050982806662 0.004208846276447664
