# %ECSV 0.9
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: flux, datatype: float64}
# - {name: ferr, datatype: float64}
# schema: astropy-2.0
time flux ferr
57842.12500001118 0.0050329027662505315 0.0033157552351554143
57842.175000011186 0.005651711946909248 0.003490002179334711
57842.22500001119 0.0034964100957848372 0.0021979119106628514
57844.0750000113 0.0032178615906490876 0.0014516158766832642
57844.1250000113 0.003197735830184154 0.0011707929551158086
57844.1750000113 0.0033157550038059353 0.0011494365775714854
57844.225000011305 0.003763802484325825 0.0013950158854524222
57844.27500001131 0.0025475004875682994 0.0012334943913975848
57845.075000011355 0.002862317191694884 0.0007733152492547338
57845.12500001136 0.0029491612050322087 0.0008224445081603641
57845.17500001136 0.002708972039078381 0.0009283119269501341
57845.22500001136 0.00252134743494505 0.0015704033960828928
57845.27500001137 0.001955337086681596 0.0023429046633813995
57846.02500001141 0.0026961131698038025 0.0005605399740651044
57846.07500001141 0.002852935123564397 0.0016634361024996766
57846.125000011416 0.002156432887516521 0.001683480320044608
57846.17500001142 0.002782848078957546 0.002778074249414629
57846.22500001142 0.002734282407887053 0.0027730158492703136
57846.275000011425 0.0012964350170856795 0.0026288060178386017
57847.02500001147 0.0059684399391694565 0.0030702128563330805
57847.07500001147 0.0074397540731751775 0.002023156853543054
57847.125000011474 0.006032404453648256 0.003322665356686957
57847.17500001148 0.0018881824603459113 0.002153046455472152
57847.22500001148 0.0007473459851831812 0.0034031488104230016
57847.27500001148 0.0022687926918961683 0.003436874367276934
57848.02500001153 0.0013419836646098228 0.0018163236138407438
57848.07500001153 0.0020359990819355752 0.0009304968594757261
57848.12500001153 0.0025868630786099315 0.0014799400998598512
57848.175000011535 0.002500978879760154 0.0023618598795763952
57848.22500001154 0.0032843833912811985 0.0016176755013610688
57848.27500001154 0.0015935606146074937 0.0020725931874323034
57849.025000011585 0.004342274613375487 0.001000025041348139
57849.07500001159 0.004982344419537421 0.0017477793108290336
57849.12500001159 0.005417423267188205 0.002071779717943659
57849.17500001159 0.005707347325898516 0.002840252386880245
57849.2250000116 0.004495700303854723 0.002217920994370021
57849.2750000116 0.003860333185421851 0.002906745791412431
57849.3250000116 0.0040831176856851925 0.0022060097056409186
57850.02500001164 0.002034710834776171 0.002476220849884911
57850.075000011646 0.003230335663284388 0.0015776597006625427
57850.12500001165 0.0028560162999203636 0.0018422733792086777
57850.17500001165 0.0025349486324688655 0.002361826793134541
57850.225000011655 0.002533398785158777 0.0015839826781821427
57850.27500001166 0.0027391629980709695 0.0026447209862087576
57850.32500001166 0.004057914525660511 0.0024978626092369816
57851.0250000117 0.0012528809610339961 0.0008337116607132325
57851.075000011704 0.0017068303011684607 0.001161464650277711
57851.12500001171 0.004264733185199567 0.003152258827280425
57851.17500001171 0.009932439690860481 0.0050054055923062475
57851.22500001171 0.005448916276731958 0.0026463075215281432
57851.275000011716 0.004853959835219493 0.0023818975061740354
57851.32500001172 0.003046844090621941 0.0016789975030768586
57852.02500001176 0.002501477228655909 0.0011063585039610567
57852.07500001176 0.002135753962013988 0.0013383714006784339
57852.125000011765 0.0029571233602203335 0.0016616885958369502
57852.17500001177 0.001602777651731838 0.0018471304361545927
57852.22500001177 0.0016690222164577762 0.0019808529731829044
57852.275000011774 0.001815674482616717 0.0018646437236247658
57852.32500001178 0.002298367485744814 0.0023211165949573445
57852.975000011815 0.0005586483288433503 0.0007560469812340846
57853.02500001182 0.0009240279834659568 0.0010995843135559182
57853.07500001182 0.0012948216413046702 0.0011500081624758257
57853.12500001182 0.00015186390084195173 0.0018687878982388446
57853.175000011826 0.001041466434863872 0.0027130528635868653
57853.22500001183 0.0011815120487810812 0.002102338661084366
57853.27500001183 0.0005004095165793472 0.0019316503714945155
57853.325000011835 5.582808490171232e-05 0.0016003251484035118
57853.97500001187 0.0009155584174195449 0.0008204616889809939
57854.025000011876 0.0011785234341185325 0.0017044596424069963
57854.07500001188 0.0016615410335734646 0.0017090873501995364
57854.12500001188 0.0020102474548430315 0.0018282437787145508
57854.175000011885 0.0016054740020097166 0.0015525131281048166
57854.22500001189 0.004041751177880483 0.004857927830288138
57854.27500001189 0.0017871422612565405 0.0012936674097833501
57854.32500001189 0.002021681050616001 0.001993692891924055
57854.97500001193 0.0019974940211215145 0.0009399053636616103
57855.025000011934 -6.587222046586701e-05 0.0015198490136425552
57855.07500001194 -6.58392975799819e-05 0.0025570771067817064
57855.12500001194 -0.0010118648909704386 0.0016612460173323544
57855.17500001194 0.0010279611534273305 0.001532292760806548
57855.225000011946 0.001099779367648872 0.0015315921773244171
57855.27500001195 0.000903823590207938 0.001106708943521617
57855.32500001195 0.0013091417050558624 0.001408310991268629
57855.97500001199 0.0023677089947961713 0.0015454190785221132
57856.02500001199 0.0026052340099341465 0.0020791431281763023
57856.075000011995 0.002172257034477529 0.001873024410213044
57856.125000012 0.0018472407945610842 0.002253202411219529
57856.175000012 0.001509914730939655 0.0015556464933923618
57856.225000012004 0.0007642426817509617 0.0020420255553774613
57856.97500001205 0.001602345002638117 0.005200928890250906
57857.07500001205 0.0015794451790323834 0.000839254999053055
57857.125000012056 -0.0011203988124437435 0.0024897912917203444
57857.17500001206 -0.00027709588501342804 0.0026693777932838927
57857.22500001206 -0.0004921146359966275 0.0016830180220395027
57857.275000012065 -0.00033537230169677234 0.0014539324790319777
57857.32500001207 0.0004298455746004301 0.002219739124329516
57858.22500001212 0.001457555270711553 0.001901950691854915
57858.27500001212 0.00018012609975859295 0.0022801819377740555
57858.325000012126 0.000575735377175729 0.0023859329875219252
57858.975000012164 0.004170445574180649 0.0012731396939054123
57859.02500001217 0.003958281097651491 0.0021548415815286497
57859.07500001217 0.0038463336025718288 0.002511165525890688
57859.12500001217 0.0038360003524424854 0.0015744864097855015
57859.175000012176 0.0034365258693162177 0.0015026088173759546
57859.22500001218 0.004414476925155485 0.002484443093333418
57859.27500001218 0.003920701301670157 0.002256658241724881
57859.325000012184 0.001922294140476508 0.002619448765489129
57859.97500001222 0.001372641525352658 0.0013644672669052443
57860.025000012225 0.0013610621357022642 0.0016539231996802223
57860.07500001223 0.0008853277578147675 0.0022182332194001586
57860.12500001223 0.0012703183654705849 0.0013318672592819757
57860.175000012234 0.001335496223517884 0.0010655440193357028
57860.22500001224 0.0011350854451820651 0.0015745577609851706
57860.27500001224 0.0014603176426387478 0.0013936258001550125
57860.32500001224 0.002093543820295222 0.0021705631660268046
57860.97500001228 0.0011182219660751448 0.0014354399764012684
57861.02500001228 0.0009105241165217928 0.0014306994137092985
57861.075000012286 -0.00019636779148018185 0.0011355900096075373
57861.12500001229 0.0007526503245321437 0.0016844796195040841
57861.17500001229 0.0010919730114461433 0.0013174786237056823
57861.225000012295 0.0014702262490166394 0.0011398359735770094
57861.2750000123 0.0019538288852898275 0.00123821220707735
57861.3250000123 0.0014959090095302706 0.0013814145821962488
57861.375000012304 0.002766565034009442 0.0008150124139765631
57861.97500001234 0.0024690016818616502 0.0013239697822635549
57862.02500001234 0.0014210504442826975 0.0010770774304503764
57862.075000012344 0.0016384295275757152 0.0011987727131282592
57862.12500001235 0.00164976522587743 0.0009925285112740371
57862.17500001235 0.001312491625180294 0.0010993767443894565
57862.22500001235 0.0018770788453407027 0.0011595801784973303
57862.275000012356 0.0013699365055884576 0.0014382635819961715
57862.32500001236 0.0020458779293296165 0.0016280076061784307
57862.37500001236 0.0011015238698923846 0.0010346504566400838
57862.9750000124 -0.000707792708972232 0.0013740903908457415
57863.0250000124 -0.000336299747558592 0.0012633366164364818
57863.0750000124 8.540268234326325e-05 0.0014406337663796993
57863.125000012406 0.0016788050464019385 0.0010750240272991707
57863.17500001241 0.0036168378164796442 0.0011510094546363543
57863.22500001241 0.0035109686561973406 0.001418674102816489
57863.275000012414 0.004232819635668064 0.00145845420720435
57863.32500001242 0.003962274216553628 0.0017038591076344238
57863.37500001242 0.0050646882809822396 0.0013366611849679917
57863.975000012455 0.003140302691559543 0.0014631801169314273
57864.02500001246 0.003894584753227547 0.0019415148860854607
57864.07500001246 0.004175883924888121 0.0013496775817301648
57864.125000012464 0.0037818394420078335 0.0017889117006077556
57864.17500001247 0.003802344435341808 0.002109516333525111
57864.22500001247 0.0034228398928543313 0.0014788988086413802
