1738.1235520  -18.587
1738.1237870   13.707
1738.1242570   50.309
1738.1244920  -56.503
1738.1247270    1.754
1738.1249620   55.823
1738.1254330  -18.207
1738.1256680   -6.325
1738.1261380    9.002
1738.1263730   22.757
1738.1266090  -12.369
1738.1268440   61.990
1738.1270790   -9.231
1738.1273140  -12.186
1738.1275490   28.680
1738.1277840  -19.618
1738.1280190   56.876
1738.1282550    7.589
1738.1284900    3.285
1738.1287250   -9.659
1738.1289600   -6.558
1738.1294300  -13.177
1738.1296660  -29.850
1738.1299010    8.317
1738.1301360   49.023
1738.1303710  -51.725
1738.1306060  -12.732
1738.1308410  -23.708
1738.1310770    1.329
1738.1313120  -20.875
1738.1317820  -15.612
1738.1320170  -34.994
1738.1322520  -18.023
1738.1927610   -6.342
1738.1932310    3.739
1738.1937010  -20.244
1738.1939370   44.943
1738.1941720  -14.814
1738.1946420   11.062
1738.1951120   -7.459
1738.1955830  -15.517
1738.1958180   19.158
1738.1960530   25.117
1738.1962880   26.272
1738.1967590   15.134
1738.1969940  -31.577
1738.1972290    1.321
1738.1974640   24.176
1738.1976990  -10.973
1738.1979340   29.178
1738.1981690  -12.372
1738.1984050   22.944
1738.1986400    0.372
1738.1988750  -51.536
1738.1991100  -19.986
1738.1993450   -6.052
1738.1998160   -3.830
1738.2000510  -57.544
1738.2002860   -8.109
1738.2005210    8.906
1738.2007560   32.751
1738.2009910   -7.403
1738.2012260   -1.486
1738.2014620   34.231
1738.2016970   -0.681
1738.2019320  -40.598
1738.2619810    1.137
1738.2622160   27.435
1738.2624510    1.073
1738.2626870  -15.156
1738.2629220    9.857
1738.2631570   56.560
1738.2633920   21.010
1738.2636270   -6.482
1738.2638620   28.684
1738.2640980  -46.327
1738.2643330   21.869
1738.2645680   43.554
1738.2648030   27.183
1738.2652730    8.051
1738.2655080   56.694
1738.2657440   -2.586
1738.2659790   33.460
1738.2662140    3.103
1738.2664490  -36.970
1738.2666840   -4.588
1738.2671550    6.013
1738.2673900  -35.537
1738.2680950    0.595
1738.2683300  -24.506
1738.2685660    4.715
1738.2688010    4.672
1738.2690360  -31.741
1738.2692710   39.872
1738.2695060   -1.763
1738.2697410   22.055
1738.2699760    1.050
1738.2702120  -50.197
1738.2704470  -14.024
1738.2706820   51.040
1738.3309550   53.448
1738.3311900   -4.276
1738.3314260   -2.165
1738.3316610    8.130
1738.3318960  -36.504
1738.3321310  -40.329
1738.3323660   10.764
1738.3328370   26.344
1738.3330720   51.275
1738.3333070   15.423
1738.3335420   -8.567
1738.3337770  -29.036
1738.3340120   -9.637
1738.3342470  -32.986
1738.3344830  -37.027
1738.3347180   13.508
1738.3349530   10.095
1738.3351880    0.824
1738.3356580  -19.864
1738.3358940   43.926
1738.3363640   11.697
1738.3365990    0.544
1738.3368340   -0.368
1738.3370690   -6.786
1738.3373050   10.250
1738.3375400   -3.044
1738.3377750  -33.738
1738.3380100    9.938
1738.3382450   37.826
1738.3384800   -6.150
1738.3387150    3.920
1738.3389510    9.294
1738.3391860  -16.249
1738.3394210    9.237
1738.3396560    6.639
1738.3398910  -12.166
1738.3401260   12.886
1738.4001640   32.609
1738.4004000   21.406
1738.4006350   -3.811
1738.4008700   21.580
1738.4011050   16.950
1738.4013400   17.629
1738.4018110  -11.131
1738.4022810    6.856
1738.4025160   -1.181
1738.4027510   13.218
1738.4029860   10.188
1738.4032220   13.990
1738.4039270   30.237
1738.4041620   11.026
1738.4043970   23.388
1738.4046320    7.467
1738.4048680   19.734
1738.4051030   -7.045
1738.4053380    3.712
1738.4055730    3.954
1738.4058080   -4.815
1738.4060430   -3.645
1738.4062790   -1.064
1738.4065140    0.472
1738.4067490    3.866
1738.4069840   20.742
1738.4072190   -4.565
1738.4074540   -3.616
1738.4076890   10.779
1738.4079250   16.311
1738.4081600   10.943
1738.4083950   10.903
1738.4086300    2.865
1738.4088650   -4.029
1738.4091000   17.556
1738.4093360   -5.590
1738.4095710   -8.594
1738.4696090   -2.766
1738.4698440   17.625
1738.4700790   25.384
1738.4703140   39.581
1738.4705500   38.344
1738.4707850    7.623
1738.4710200  -20.698
1738.4712550   -9.737
1738.4714900   -5.740
1738.4717250    9.204
1738.4719610   38.814
1738.4721960   -1.423
1738.4724310  -47.696
1738.4726660   -2.184
1738.4731360    6.782
1738.4733720   12.128
1738.4736070    6.531
1738.4738420   13.532
1738.4740770   17.775
1738.4743120   11.570
1738.4745470    4.805
1738.4747820   35.055
1738.4750180   22.480
1738.4752530   57.117
1738.4754880    0.348
1738.4757230   -8.441
1738.4759580   15.163
1738.4761930    4.925
1738.4764290   -3.100
1738.4768990   26.194
1738.4771340  -29.363
1738.4773690   -9.335
1738.4776040  -34.703
1738.4778400   -3.508
1738.4780750  -31.506
1738.4783100   23.467
1738.4785450  -56.671
1738.4787800    6.959
1738.4790150    7.608
1739.2304950   30.231
1739.2307300    0.071
1739.2312000  -17.761
1739.2314350  -37.819
1739.2316710  -20.132
1739.2319060  -34.643
1739.2321410  -11.874
1739.2323760   31.625
1739.2326110   -4.681
1739.2328460   21.138
1739.2330820  -13.337
1739.2333170   12.760
1739.2335520   26.244
1739.2337870  -12.488
1739.2340220   10.678
1739.2342570   -2.875
1739.2347280   -9.976
1739.2349630    5.564
1739.2351980   20.470
1739.2354330   15.957
1739.2356680  -15.269
1739.2359030    2.080
1739.2361390   32.892
1739.2363740    3.594
1739.2366090  -10.513
1739.2368440    2.272
1739.2373140    9.205
1739.2997040   25.179
1739.2999390    9.238
1739.3001750    9.541
1739.3004100  -19.083
1739.3006450   20.981
1739.3008800  -40.441
1739.3011150  -13.640
1739.3013500   -9.942
1739.3015860   -7.025
1739.3018210   21.996
1739.3020560   -9.767
1739.3022910  -39.153
1739.3025260   -0.835
1739.3027610   -0.401
1739.3029960   -0.162
1739.3032320   11.088
1739.3034670   -8.901
1739.3037020  -42.088
1739.3039370   10.469
1739.3041720  -51.452
1739.3044070   -8.840
1739.3046430   36.076
1739.3048780   43.802
1739.3051130    0.452
1739.3053480   -1.746
1739.3055830   -4.199
1739.3058180   11.228
1739.3060540   10.576
1739.3062890    0.635
1739.3067590    4.004
1739.3072290   20.161
1739.3074640  -13.848
1739.3077000    6.459
1739.3079350  -10.702
1739.3081700  -23.786
1739.3084050  -38.564
1739.3086400   17.457
1739.3088750    2.207
1739.3689140  -27.728
1739.3691490   -2.231
1739.3693840    2.258
1739.3696190    6.306
1739.3698540  -43.987
1739.3700890    7.091
1739.3703250  -25.781
1739.3705600  -11.573
1739.3707950   24.548
1739.3710300   -6.013
1739.3712650  -19.538
1739.3715000    4.915
1739.3719710   -7.850
1739.3722060   16.252
1739.3724410  -11.009
1739.3726760  -20.396
1739.3729110    7.187
1739.3731460   26.567
1739.3733820   -9.027
1739.3738520   15.076
1739.3743220   -5.582
