1097.9888340   11.667
1097.9890110    4.320
1097.9891890    8.661
1097.9893660    3.260
1097.9895430    5.459
1097.9897210   -1.703
1097.9898980    0.437
1097.9900750    2.507
1097.9902530   12.851
1097.9904300   16.305
1097.9906070   -9.568
1097.9907840  -10.217
1097.9909620   -0.264
1097.9911390    5.551
1097.9913160   14.060
1097.9914940    2.524
1097.9916710    0.691
1097.9918480   19.493
1097.9920250   12.348
1097.9950390    2.118
1098.0008900  -14.845
1098.0014220  -14.815
1098.0015990    5.856
1098.0017760    3.359
1098.0076270   -1.279
1098.0083360   -8.196
1098.0086900    3.955
1098.0088680    3.806
1098.0090450   -3.319
1098.0092220    3.977
1098.0094000   15.573
1098.0561940    8.326
1098.0563720   -5.770
1098.0565490   -1.536
1098.0567260    7.416
1098.0569030    0.203
1098.0570810  -11.858
1098.0572580   -0.019
1098.0574350   -2.810
1098.0576120    2.093
1098.0577890   -6.641
1098.0579660    1.292
1098.0581430  -15.825
1098.0583210   -8.862
1098.0584980   -7.730
1098.0586750  -10.567
1098.0588530   -0.861
1098.0590300   10.451
1098.0592070    5.916
1098.0593840    9.846
1098.0595620   -3.805
1098.0597390   -7.372
1098.0599160    4.488
1098.0600940   -5.032
1098.0602710    5.723
1098.0604480   -3.338
1098.0606250    3.537
1098.0608030   -7.371
1098.0609800   -1.894
1098.0611570   17.428
1098.0613350   -0.674
1098.0615120    4.848
1098.0616890    4.303
1098.0618660  -11.510
1098.0620440   -3.546
1098.0622210    9.451
1098.0623980    3.119
1098.0625760   -2.044
1098.0627530   -1.774
1098.0629300   11.479
1098.0631070    6.704
1098.0632850   -6.181
1098.0634620   -4.836
1098.0636390   17.056
1098.0638170   -6.102
1098.0639940   -5.427
1098.0641710   10.938
1098.0643480  -12.703
1098.0645260    1.484
1098.0647030    8.648
1098.0648800   -4.246
1098.0650580    2.976
1098.0652350   10.994
1098.0654120  -11.246
1098.0655890   12.639
1098.0657670    2.354
1098.0659440  -12.710
1098.0661210    1.453
1098.0662990    2.891
1098.0664760  -12.180
1098.0666530   -1.126
1098.0668300   -6.588
1098.0670080    1.082
1098.0671850    5.487
1098.0673620   18.877
1098.0675400    8.123
1098.0677170   14.946
1098.0678940   -4.381
1098.0680720  -13.923
1098.0682490  -13.499
1098.0684260   -1.787
1098.0686030   -3.770
1098.0687810    3.515
1098.0689580   -6.416
1098.0691350   -4.754
1098.0693130   -8.969
1098.0694900   -9.877
1098.0696670   -3.693
1098.0698440    2.058
1098.0700220   -3.912
1098.0701990    4.356
1098.0703760    4.489
1098.0705540    4.115
1098.0707310   -4.452
1098.0709080   -1.931
1098.0710850   11.103
1098.0712630   -6.130
1098.0714400    4.679
1098.0716170   11.241
1098.0717950  -11.047
1098.0719720   -6.581
1098.0721490  -18.632
1098.0723260  -11.245
1098.0725040   -6.532
1098.0726810    3.016
1098.0728580    1.977
1098.0730360    1.262
1098.0732130    4.233
1098.0733900    5.458
1098.0735670    3.958
1098.0737450   12.310
1098.0739220   -9.032
1098.0740990    6.431
1098.0742770   14.558
1098.0744540    7.402
1098.0746310  -10.088
1098.0748080    5.419
1098.0749860    2.337
1098.0751630    1.916
1098.0753400   -5.480
1098.0755180    3.023
1098.0756950    6.537
1098.0758720   -5.988
1098.0760490    6.222
1098.0762270    3.433
1098.0764040    7.625
1098.0765810  -13.042
1098.0767590   -9.229
1098.0769360   20.686
1098.1235530    4.564
1098.1237310   -6.190
1098.1239080    8.387
1098.1240850   -0.813
1098.1242630   -5.037
1098.1244400   -0.503
1098.1246170    1.622
1098.1247940   14.383
1098.1249720   -8.069
1098.1251490    1.755
1098.1253260   -2.727
1098.1255040    4.794
1098.1256810   -4.009
1098.1258580    5.170
1098.1260350    1.532
1098.1262130   -9.983
1098.1263900   -3.481
1098.1265670  -22.968
1098.1267450    6.139
1098.1269220   -6.927
1098.1270990    3.484
1098.1272760   -9.117
1098.1274540   12.271
1098.1276310    2.482
1098.1278080   -8.081
1098.1279860   -6.235
1098.1281630   -3.440
1098.1283400   14.883
1098.1285170   15.713
1098.1286950    1.167
1098.1288720   18.559
1098.1290490    1.006
1098.1292270   10.783
1098.1294040   -5.695
1098.1295810   -0.788
1098.1297580   11.163
1098.1299360   -9.217
1098.1301130   -1.016
1098.1302900    9.368
1098.1304680    7.985
1098.1306450    8.427
1098.1308220  -17.547
1098.1309990    7.243
1098.1311770  -16.420
1098.1313540  -10.108
1098.1315310    4.977
1098.1317090   11.028
1098.1318860   -5.504
1098.1320620   -8.552
1098.1322390   -3.274
1098.1324170   -5.749
1098.1325940    5.773
1098.1327710   15.985
1098.1329490    2.617
1098.1331260  -10.535
1098.1333030   -2.584
1098.1334800    2.052
1098.1336580    4.360
1098.1338350    7.076
1098.1340120   -8.113
1098.1341900    3.469
1098.1343670  -15.750
1098.1345440   -1.477
1098.1347220  -11.756
1098.1348990   -4.226
1098.1350760    1.703
1098.1352530    9.417
1098.1354310    9.295
1098.1356080   13.119
1098.1357850    8.719
1098.1359630    6.389
1098.1361400   -6.436
1098.1363170    6.537
1098.1364940  -13.499
1098.1366720   -4.697
1098.1368490   -0.848
1098.1370260    8.398
1098.1372040    4.258
1098.1373810   -3.547
1098.1375580    6.210
1098.1377350    2.014
1098.1379130  -12.525
1098.1380900  -12.226
1098.1382670    2.564
1098.1384450   -1.016
1098.1386220   -0.976
1098.1387990    6.671
1098.1389760    5.222
