1697.3518390  -15.365
1697.3541900    6.118
1697.3544250   -2.029
1697.3548960    9.852
1697.3551310    8.599
1697.3556010    9.274
1697.3563070   -5.688
1697.3565420  -13.143
1697.6926830   -2.396
1697.6929180   -9.873
1697.6933880   -1.885
1697.6938590   -7.215
1697.6940940   -7.304
1697.6943290   -1.317
1697.6945640   -2.592
1697.6952700  -14.220
1697.6959750    3.488
1697.6978560   -7.935
1697.6980920    4.249
1697.6985620  -11.960
1697.7610250   -2.220
1697.7617310    2.135
1697.7631420  -10.885
1697.7638470   -8.846
1697.7640820    7.035
1697.7643180    9.336
1697.7647880   -4.067
1697.7652580  -15.039
1697.7661990    8.190
1697.7664340   -4.374
1697.7669040    2.240
1697.8291510    6.043
1697.8293860   -5.114
1697.8296210   -0.626
1697.8298560    0.435
1697.8300910   -0.218
1697.8303270   -1.265
1697.8310320   -4.570
1697.8322080   -1.524
1697.8329130    1.611
1697.8340900    6.250
1697.8345600   -6.304
1697.8347950    1.322
1697.8975120   10.756
1697.8979820   -3.481
1697.8982170   -3.368
1697.8986880    3.963
1697.8989230    5.494
1697.8991580   -5.316
1697.8996280   16.788
1697.8998640   -1.997
1697.9000990    3.752
1697.9003340   -0.260
1697.9010390   -7.440
1697.9012740  -12.064
1697.9017450    7.432
1697.9029210    2.023
1697.9031560   -7.297
1697.9033910   -6.401
1697.9036260    3.724
1697.9040960    3.730
1697.9661100  -12.230
1697.9663460   16.454
1697.9665810   -4.912
1697.9672860   -6.477
1697.9684620    3.502
1697.9689320   -6.536
1697.9705780    6.488
1697.9710490  -10.927
1697.9712840    4.090
1697.9722240    7.738
1698.1716410   -8.579
1698.1723460   -5.667
1698.1725820    6.379
1698.1749330    6.263
1698.1756390   -1.387
1698.1761090   -4.497
1698.1763440   -6.351
1698.1768140    0.982
1698.2385900   -5.490
1698.2390610    0.378
1698.2395310   10.552
1698.2402360    5.738
1698.2404720   -0.311
1698.2409420   -3.357
1698.2411770   -0.313
1698.2423530    2.716
1698.2425880  -11.652
1698.2428230  -10.493
1698.2435290  -13.055
1698.2437640  -11.937
1698.3069510   -1.068
1698.3074220    1.393
1698.3090680    2.443
1698.3093030    7.991
1698.3095380    4.412
1698.3097730   -0.920
1698.3104790    3.473
1698.3107140   -1.106
1698.3111840    7.586
1698.3114190   -0.495
1698.6508380   -0.639
1698.6510730   -2.552
1698.6515430   -3.401
1698.6517780    9.736
1698.6520130  -11.271
1698.6529540   -1.243
1698.6531890   -3.383
1698.6534240    5.281
1698.7170780  -14.823
1698.7173130    4.131
1698.7175480   -4.534
