BJD,Flux_DN,Norm_flux
2457745.3021143507,313328521.37213194,0.9994296076614899
2457800.6077806996,313686165.74579734,1.0005703923385103
2457921.4732419504,313314934.1512852,0.9993862682593168
2457968.0313704005,313551343.58347803,1.0001403476678214
2458028.1974646,313540404.9137595,1.0001054563967133
2458035.3457555003,313344701.8943847,0.9994812189636976
2458091.5874637,313672329.67417544,1.0005262591725537
